ShipmentID,VendorID,ProductID,Quantity,ShipDate,ActualDeliveryDate,ExpectedDeliveryDate,Status,ShippingMode,CarrierName,DelayReason,DeliveryCost,TrackingID
14018,9,672,9,2023-12-08,2023-12-13,2023-12-13,Delivered,Sea,USPS,,111.25,0898dbeb-1626-4361-89e4-ec4e4ad248b1
14019,152,1037,22,2024-10-01,2024-10-08,2024-10-09,Delivered,Road,Amazon Logistics,,7.09,15ee3520-058c-4835-b573-bf80e952fb1b
14020,156,29,65,2024-12-02,2024-12-22,2024-12-20,Delivered,Sea,XPO Logistics,,29.1,6ca3a490-c9e9-442f-9756-fb0e8c8a1d38
14021,47,578,46,2023-11-30,2023-12-06,2023-12-07,Delivered,Road,Amazon Logistics,,91.2,27447785-1115-481c-abce-ff7cccf9dbe5
14022,481,1628,38,2025-08-29,2025-09-23,2025-09-22,Delivered,Air,DB Schenker,,130.42,51a09a58-a843-409a-a53e-cd195c8cc225
14023,299,249,4,2024-10-11,2024-10-24,2024-10-22,Delivered,Sea,J.B. Hunt,,5.75,7ffcd8d3-4c2e-4551-9a73-9c88f032433b
14024,108,1312,31,2023-12-15,2023-12-29,2023-12-30,Delivered,Road,J.B. Hunt,,106.77,9da5d4e9-387c-4d69-bb71-12e1121557a9
14025,369,392,48,2025-06-07,2025-06-20,2025-06-22,Delivered,Air,Expeditors International,,59.33,2da1c2c6-53fa-40a2-a6e4-50c6ce37b5ab
14026,291,829,38,2024-08-01,2024-08-15,2024-08-14,Delivered,Road,Panalpina,,97.0,09fbb0c9-584a-46d5-808b-a6cc81790537
14027,6,445,58,2024-07-10,2024-07-17,2024-07-16,Delivered,Road,ArcBest,,113.81,bb87220f-b089-4713-97cf-c982d86cbf26
14028,76,1751,64,2024-08-27,2024-09-16,2024-09-13,Delivered,Road,Amazon Logistics,,122.66,6e0c962c-253c-4c5f-9493-2fa3788d9869
14029,43,146,66,2025-09-13,2025-09-22,2025-09-20,Delivered,Air,DB Schenker,,152.38,891024a8-ced5-420a-abe9-b9db2a75cc0a
14030,236,431,63,2025-04-27,2025-05-05,2025-05-05,Delivered,Road,Saia,,14.41,f935d06e-d451-45d4-b54f-9ae75c3f4362
14031,55,1213,42,2025-01-30,2025-02-11,2025-02-11,Delivered,Road,YRC Worldwide,,143.12,c8e1a932-eb3f-4f03-9b86-c89250f837da
14032,402,1485,51,2024-09-16,2024-10-12,2024-09-28,Delayed,Air,Saia,Customs,126.3,02513bd1-5498-453e-9dd5-09157a7d709c
14033,113,1135,100,2025-06-12,,2025-06-29,Pending,Road,ArcBest,,173.65,2f9a25b3-71b4-4508-bb0b-e31a1ea86e93
14034,38,1043,82,2024-04-01,2024-04-06,2024-04-08,Delivered,Air,USPS,,42.17,212f9516-0017-48b3-bc38-4a550a24a310
14035,48,213,67,2024-08-26,2024-08-29,2024-08-31,Delivered,Air,C.H. Robinson,,108.68,4049195b-73e3-4945-8b8f-eeebad7554bf
14036,61,267,21,2025-08-04,2025-08-19,2025-08-20,Delivered,Air,FedEx,,136.13,8ef5e8fd-a7b1-4f69-9e8f-35beb8469e9b
14037,373,872,76,2023-12-06,2023-12-24,2023-12-24,Delivered,Road,Estes Express Lines,,190.11,4aa570f1-b68b-40b3-a4ba-c32d40af242c
14038,33,1417,18,2025-08-25,2025-08-31,2025-08-29,Delivered,Air,Deutsche Post,,27.22,db4dada1-2efd-4130-ac92-aecc68a6f061
14039,496,1961,40,2023-12-24,2024-01-21,2024-01-20,Delivered,Sea,Saia,,122.65,84954d55-2469-460a-9e92-4ddf9f6eeea3
14040,424,601,91,2024-06-25,2024-07-10,2024-07-07,Delivered,Air,Saia,,99.31,aef2562e-50c7-46cd-b76f-1dd9904629fa
14041,277,729,77,2025-05-02,2025-05-14,2025-05-12,Delivered,Sea,DB Schenker,,46.51,8e98b450-9e09-4940-a576-eeb740239ef4
14042,256,333,32,2023-10-05,,2023-10-23,Pending,Road,Expeditors International,,186.12,25bb97c3-3099-4d4a-8883-87e7ce7fa207
14043,323,1199,49,2023-12-16,2023-12-28,2023-12-29,Delivered,Air,YRC Worldwide,,153.94,3a5c2b4d-b625-4632-8966-a2163144a500
14044,19,192,2,2023-11-10,2023-11-17,2023-11-15,Delivered,Road,TNT Express,,152.97,c267fb80-24da-4dcf-ab32-9ce6c2af4aa3
14045,418,1396,64,2024-04-25,2024-05-08,2024-05-05,Delivered,Road,DHL,,169.8,7792a5e2-afab-4c6c-bd3e-0605b74dc360
14046,397,968,94,2025-06-18,2025-06-27,2025-06-26,Delivered,Air,Saia,,189.64,5cccd8de-1ed9-48ca-818e-d76987cc18e8
14047,10,1813,34,2023-12-31,2024-01-07,2024-01-07,Delivered,Sea,DHL,,120.48,f5d9dc01-17a0-4485-90df-4891e83bb3a7
14048,289,697,19,2023-12-13,2023-12-20,2023-12-21,Delivered,Air,UPS,,15.44,eefc9095-682a-4ae0-8542-26b28ee10fc0
14049,325,1049,77,2024-11-20,2024-12-02,2024-12-02,Delivered,Air,Deutsche Post,,174.51,6927c7e4-9a97-4218-98cf-572353ae0276
14050,245,775,98,2025-08-17,2025-08-30,2025-08-28,Delivered,Air,Expeditors International,,124.42,a04255bf-22b5-4557-9365-56168fed23d3
14051,14,794,47,2024-05-16,2024-05-24,2024-05-22,Delivered,Road,Amazon Logistics,,41.23,44fe6e14-b236-4540-bb1b-bd3a804502da
14052,190,1183,51,2025-08-12,2025-08-24,2025-08-21,Delivered,Road,FedEx,,130.95,07730ce9-ca5f-4cf1-9a5c-a923ed03e350
14053,73,1811,50,2025-01-25,2025-02-12,2025-02-10,Delivered,Road,Ryder,,26.18,ee9f3c95-fdaa-4c40-8302-f07a3a5116c6
14054,63,356,31,2024-04-06,2024-04-19,2024-04-18,Delivered,Air,DB Schenker,,198.48,cf364ea9-d5de-40ef-9f29-d489b2286263
14055,352,1744,38,2025-01-10,2025-01-25,2025-01-24,Delivered,Air,ArcBest,,198.24,8f766d44-b0d0-47c4-bbca-f2ca62712073
14056,81,1289,63,2024-03-28,2024-04-07,2024-04-06,Delivered,Air,ArcBest,,131.44,e5174323-a56b-4f9c-afc1-3ecb205373e2
14057,282,2000,92,2023-12-02,,2023-12-21,Pending,Sea,YRC Worldwide,,192.06,a758b752-f63a-4f59-a2df-c5fea6e0b791
14058,275,1784,80,2025-05-10,2025-06-04,2025-05-29,Delayed,Road,Panalpina,Logistics Issue,151.05,97d11d05-c42e-4839-850c-9360e39aec5b
14059,459,1854,5,2025-03-11,2025-04-03,2025-03-31,Delivered,Road,YRC Worldwide,,30.5,df424d10-5639-4b3d-afdf-33108d5adc86
14060,58,6,60,2024-01-23,2024-02-09,2024-02-11,Delivered,Air,C.H. Robinson,,51.38,f62f5c86-5b4b-4c5a-9645-e25cff47c9a1
14061,18,1687,20,2023-12-26,,2023-12-29,Pending,Air,Saia,,14.06,d9d40df5-0a48-4611-82c6-936bdb459d3a
14062,406,514,31,2024-03-21,2024-03-31,2024-04-01,Delivered,Road,FedEx,,6.95,fcb40726-6c22-4fb2-8437-be61a4ea39bf
14063,174,1336,15,2025-07-11,2025-07-23,2025-07-21,Delivered,Road,Panalpina,,105.06,819044cf-2c2f-4e54-8657-b161f041d496
14064,308,1647,12,2023-11-30,2023-12-08,2023-12-09,Delivered,Sea,TNT Express,,83.34,8599e534-fd18-42ee-ac8c-ceac28ccb6b5
14065,54,125,45,2024-01-11,2024-01-23,2024-01-23,Delivered,Air,XPO Logistics,,150.05,a323e626-486d-4d32-8cb5-c03191ffa959
14066,60,1800,54,2023-12-23,2024-01-08,2024-01-08,Delivered,Air,UPS,,167.91,570ef131-f30f-459b-8e73-b1661454bd28
14067,153,413,16,2025-06-02,2025-06-15,2025-06-12,Delivered,Road,Deutsche Post,,61.9,38be6183-c283-4f74-8786-adba65bd7e5c
14068,177,628,36,2024-12-15,2024-12-29,2024-12-27,Delivered,Air,USPS,,91.28,b4917408-58f0-407f-8edf-4c003f83542e
14069,227,805,42,2024-02-04,2024-02-18,2024-02-17,Delivered,Road,Amazon Logistics,,144.17,786687a1-e298-42df-8260-a4fbbddd0ca0
14070,416,1017,67,2025-03-14,2025-03-20,2025-03-22,Delivered,Air,YRC Worldwide,,154.34,1c94e178-e028-43cc-b466-1a5bca6024f6
14071,378,1034,53,2023-11-29,2023-12-15,2023-12-15,Delivered,Sea,J.B. Hunt,,150.09,8cd6ca90-4fbd-42fd-b417-6e47608206b3
14072,154,803,20,2025-08-04,2025-08-16,2025-08-14,Delivered,Sea,Deutsche Post,,60.4,0dad9e6a-8d00-4ab7-912d-c7cae160428e
14073,397,1958,29,2023-12-13,2024-01-07,2023-12-21,Delayed,Sea,XPO Logistics,Supplier Delay,65.72,8106efc8-ddc9-45fe-9265-375a58bce757
14074,452,1350,63,2024-04-07,2024-05-03,2024-05-05,Delivered,Air,FedEx,,83.59,03388a9e-77d2-4b4e-98df-1c407a0036cd
14075,203,1244,100,2025-05-18,2025-05-30,2025-05-28,Delivered,Road,ArcBest,,163.68,f48bb919-23a3-463d-8570-0d0a2ddbe035
14076,85,176,68,2025-08-14,2025-08-30,2025-08-31,Delivered,Air,Deutsche Post,,72.25,f3332724-3513-437f-aab0-c15c095e071e
14077,211,311,7,2023-12-20,2023-12-30,2023-12-31,Delivered,Sea,Panalpina,,42.33,0c6eedee-3525-47cc-bd17-a610b4f76a77
14078,159,1951,93,2024-10-27,2024-11-10,2024-11-12,Delivered,Road,Saia,,63.23,d51b6741-a7a1-4583-bf6e-66af185fce62
14079,410,1047,10,2023-11-28,2023-12-10,2023-12-08,Delivered,Road,ArcBest,,164.0,20bef7be-ed58-4222-954b-ef1ca828304e
14080,383,1093,4,2024-10-05,2024-10-13,2024-10-15,Delivered,Air,XPO Logistics,,94.25,4d23a0b7-3f56-4df6-bc2c-ccfb8ff59025
14081,48,1004,24,2025-09-11,2025-09-15,2025-09-16,Delivered,Air,Saia,,175.24,b0b3d5df-08fa-49e0-9074-56c67682635d
14082,360,1870,67,2025-07-06,2025-07-19,2025-07-20,Delivered,Sea,Ryder,,102.98,5da1de82-f838-4e92-b1e4-5db54bc2ea1c
14083,447,918,84,2024-11-28,2024-12-05,2024-12-07,Delivered,Air,Deutsche Post,,63.28,00a1fb66-bff8-4dd8-8db9-284d42d76a04
14084,44,339,32,2023-11-09,2023-11-16,2023-11-16,Delivered,Sea,J.B. Hunt,,45.36,6d48cdb5-3846-45ae-91cd-3717f7a36a7b
14085,440,364,5,2025-05-26,2025-07-01,2025-06-12,Delayed,Sea,ArcBest,Missing Documentation,136.35,66db67c6-ccdb-48d6-941f-6db4e1e7f188
14086,182,1392,3,2024-06-04,2024-06-15,2024-06-16,Delivered,Sea,Kuehne + Nagel,,171.84,c50203e6-6556-4a3c-bdbf-381de1e12e09
14087,307,290,17,2024-03-31,2024-04-16,2024-04-14,Delivered,Air,XPO Logistics,,44.17,245d7bfe-2688-442d-8b96-c644e40644c4
14088,257,1867,29,2024-10-22,2024-11-08,2024-11-06,Delivered,Road,UPS,,96.39,e8a6dff7-15f0-4502-b696-066d0e4b191b
14089,136,834,86,2025-05-11,2025-05-30,2025-05-21,Delayed,Road,Panalpina,Missing Documentation,48.83,9b79a1e8-40c2-451c-b4d9-19c8a2ab00a6
14090,359,926,65,2025-02-16,2025-03-01,2025-02-26,Delivered,Road,USPS,,114.02,8c65bd5c-7c9d-4154-baec-ad12068e1623
14091,386,1216,67,2024-07-28,2024-08-14,2024-08-13,Delivered,Air,Deutsche Post,,61.89,d5b4b28f-b75e-46fd-af3b-e1a30f127957
14092,315,1801,74,2024-05-14,2024-05-27,2024-05-25,Delivered,Air,C.H. Robinson,,124.3,66e725d4-9c59-4b36-babf-e62f80bccb94
14093,218,1120,74,2025-08-14,2025-09-01,2025-08-29,Delivered,Road,Deutsche Post,,188.54,48d2d09a-fb49-44b3-94c0-02f3f665d82a
14094,68,1103,25,2025-09-19,2025-10-10,2025-10-07,Delivered,Sea,DB Schenker,,96.47,c9fe71b7-4505-49a3-8c5b-f73ceaffe59c
14095,157,1945,40,2024-04-11,2024-04-23,2024-04-20,Delivered,Sea,FedEx,,22.5,72f47db7-2d80-4023-8337-c57448061457
14096,144,1089,10,2025-08-29,2025-09-18,2025-09-16,Delivered,Air,Deutsche Post,,135.48,4a84dd86-e942-41bd-8164-8110e50efded
14097,37,883,66,2023-10-21,2023-10-23,2023-10-24,Delivered,Air,Kuehne + Nagel,,160.08,05ba93ce-12b7-4709-87a5-85c79f9bbd45
14098,178,1411,95,2023-12-09,2023-12-19,2023-12-19,Delivered,Road,Kuehne + Nagel,,86.17,2990795d-bcb9-49d6-af62-2a889eab3d7c
14099,244,1880,93,2025-01-11,2025-01-22,2025-01-23,Delivered,Air,ArcBest,,166.57,11b178d9-21f9-4811-9f27-0f8b476db0e6
14100,458,1527,48,2025-09-26,2025-11-07,2025-10-25,Delayed,Sea,DB Schenker,Weather,166.52,781acc67-93ee-41c4-a291-1ca33e20575c
14101,138,87,29,2023-11-19,2023-12-05,2023-12-04,Delivered,Air,Expeditors International,,120.81,ccda236e-ba94-4df4-b39e-7118a8534019
14102,70,837,24,2025-03-13,2025-03-26,2025-03-24,Delivered,Road,Amazon Logistics,,179.7,cc2ef755-5c18-48ea-b7d3-3a17c16686c2
14103,196,539,33,2024-07-01,2024-07-10,2024-07-10,Delivered,Sea,FedEx,,157.09,316acbdf-e069-4031-b342-1c7768329441
14104,447,1311,46,2025-07-04,2025-07-15,2025-07-13,Delivered,Road,Panalpina,,46.46,8d687a52-ac4a-4e6e-bd53-66c333c9fc2d
14105,210,57,55,2025-08-14,2025-08-27,2025-08-27,Delivered,Air,Estes Express Lines,,138.22,19e6f980-0c20-4e0d-8c02-0b4d17ab100c
14106,200,1108,46,2024-06-30,2024-07-16,2024-07-13,Delivered,Sea,Saia,,115.11,1e9421ce-1064-4416-a357-e01cd08e6f7d
14107,248,789,42,2025-05-11,2025-05-22,2025-05-24,Delivered,Road,Expeditors International,,115.56,b6969cde-7c88-43c3-9e33-96929396d037
14108,185,590,35,2024-04-05,2024-04-22,2024-04-21,Delivered,Air,TNT Express,,195.5,ca477730-e3fd-4b50-add7-f155bd7cea4f
14109,95,1927,78,2025-03-17,2025-03-30,2025-03-29,Delivered,Road,YRC Worldwide,,49.49,b1b57216-dff9-4216-a6a8-3e1125bb3696
14110,29,11,36,2023-10-16,2023-10-17,2023-10-19,Delivered,Air,DB Schenker,,167.3,069c9670-e6a6-4425-bf64-3e10846db8d6
14111,204,1940,32,2024-09-14,2024-09-23,2024-09-23,Delivered,Air,DHL,,174.33,bc1c5274-b632-4e48-bcd9-2a71cd4eba23
14112,55,352,22,2024-04-26,2024-05-10,2024-05-08,Delivered,Sea,Panalpina,,146.05,16732fef-bc9b-435b-863a-7e9a37b2e442
14113,111,1117,22,2025-09-14,2025-10-12,2025-10-03,Delayed,Air,Ryder,Logistics Issue,41.47,74c87097-5d4c-469c-bbd9-412d121607c2
14114,455,681,15,2025-04-23,2025-05-20,2025-05-22,Delivered,Air,Deutsche Post,,15.88,d1a33312-d2fb-4bf6-89e4-715e36dfede9
14115,389,766,51,2024-11-04,2024-11-18,2024-11-17,Delivered,Road,Panalpina,,150.79,9cad80f8-e681-4dfe-b46c-b9988adae57a
14116,221,113,84,2025-04-29,2025-05-14,2025-05-16,Delivered,Sea,C.H. Robinson,,113.66,ea34d70a-f89c-411b-9cd7-a13b17c40cf2
14117,215,1321,100,2024-09-07,2024-09-20,2024-09-19,Delivered,Sea,C.H. Robinson,,152.71,3bcc823c-5b94-43fc-b311-007fa020556b
14118,118,1151,36,2024-09-08,2024-09-24,2024-09-24,Delivered,Sea,Expeditors International,,176.81,b004902f-11aa-4d4d-b23e-256463836997
14119,114,982,84,2024-04-20,2024-05-03,2024-04-30,Delivered,Sea,Ryder,,97.57,75790080-b396-4bc3-9659-686688708735
14120,322,1722,75,2024-06-14,2024-07-03,2024-07-01,Delivered,Road,Old Dominion Freight Line,,146.55,389ff2e1-8a7f-45a2-9e1c-7cf6612e5f3f
14121,312,564,91,2023-10-14,2023-11-03,2023-10-31,Delivered,Air,TNT Express,,29.98,6adcfc8f-2e51-48bc-a874-356ffa2e09a7
14122,119,1121,81,2023-11-21,2023-11-28,2023-11-29,Delivered,Road,Deutsche Post,,172.81,30b83b0a-3b88-40ea-9d72-3ade27c79507
14123,76,960,25,2025-03-17,2025-04-06,2025-04-03,Delivered,Sea,Panalpina,,163.07,d5a95160-fef0-4d21-9cc5-88b3cb339611
14124,397,115,58,2024-05-05,2024-05-13,2024-05-13,Delivered,Road,Estes Express Lines,,51.01,268c71e2-cdcd-4209-87a7-1ceaebca762d
14125,335,1493,60,2024-04-02,2024-04-16,2024-04-16,Delivered,Sea,Amazon Logistics,,35.69,a85a7267-b3e8-4439-b724-0a2a90370ee2
14126,413,1608,76,2025-09-20,2025-10-10,2025-10-08,Delivered,Air,Kuehne + Nagel,,198.62,563c71eb-bbc7-457e-a3a4-a81b5ffc439c
14127,381,1409,23,2023-11-23,2023-12-26,2023-12-07,Delayed,Road,Deutsche Post,Supplier Delay,147.58,a739973a-fa29-4663-be21-ed090a47e665
14128,404,189,72,2025-09-02,2025-09-10,2025-09-11,Delivered,Road,Estes Express Lines,,136.24,2c473531-1728-4706-a779-f6df2dd4c6cb
14129,22,760,75,2023-12-11,2023-12-16,2023-12-14,Delivered,Road,ArcBest,,80.67,6e36f82a-6527-43fc-bd99-062ba199563d
14130,81,614,40,2024-08-18,2024-09-04,2024-08-27,Delayed,Sea,C.H. Robinson,Weather,108.38,20bdd28b-d448-48ad-842a-69c0d5bcc251
14131,167,235,6,2024-02-21,2024-03-13,2024-03-10,Delivered,Sea,Deutsche Post,,35.6,ae8ee0cc-4ae2-4fe1-940b-e6bb091e02b5
14132,341,1965,22,2024-04-30,2024-05-20,2024-05-18,Delivered,Road,DHL,,65.84,fdd9bfe7-f52c-44dd-aaaf-e4c1216e9dbb
14133,144,1206,27,2025-02-19,2025-03-09,2025-03-09,Delivered,Road,J.B. Hunt,,43.67,bf004828-d3d2-4ac1-8800-2115a8fb5e57
14134,347,1661,49,2023-10-17,2023-11-03,2023-11-03,Delivered,Sea,J.B. Hunt,,90.65,c3327e3b-a874-4aeb-895a-b1db72561b06
14135,493,766,47,2025-08-11,2025-09-10,2025-09-07,Delivered,Air,Panalpina,,73.45,bbf3bda3-13a8-4b4f-a12e-75403088fbf5
14136,436,469,70,2024-10-26,2024-11-01,2024-11-03,Delivered,Road,J.B. Hunt,,130.96,59eb7c67-a13c-42dd-87c1-130437829380
14137,198,336,11,2024-06-04,2024-06-10,2024-06-12,Delivered,Air,Amazon Logistics,,61.1,cf916cdf-07e3-4f27-af28-46576a24a027
14138,311,1130,92,2024-12-01,2024-12-20,2024-12-19,Delivered,Sea,Panalpina,,92.17,b4f54881-c732-4843-8b12-ee20995e8974
14139,428,1773,9,2024-07-07,,2024-07-21,Pending,Air,XPO Logistics,,16.12,b722f743-6c73-4ae9-8667-f01ff57c5bed
14140,445,469,51,2025-03-19,2025-04-01,2025-04-03,Delivered,Sea,Old Dominion Freight Line,,21.45,dddecf3b-6366-4927-9be9-ab144c9e5dc3
14141,278,425,35,2024-02-05,2024-02-27,2024-02-24,Delivered,Air,Expeditors International,,173.49,77b8fcc0-822c-4222-969a-9f4536f568db
14142,350,1884,56,2025-08-21,2025-09-01,2025-08-31,Delivered,Road,Expeditors International,,145.04,c70e2ccc-18a0-4e19-b657-046ec81dbc2d
14143,252,1704,20,2024-01-29,2024-02-17,2024-02-14,Delivered,Sea,Amazon Logistics,,107.79,7f2a5b65-3125-4cc1-b90a-28cff58514d1
14144,23,1740,74,2023-10-19,2023-10-23,2023-10-23,Delivered,Road,USPS,,158.03,414345b0-4e94-4ace-b4b2-d15d9fbf82ee
14145,243,1925,88,2025-05-22,2025-05-29,2025-05-31,Delivered,Air,DB Schenker,,195.03,2dc4e848-b318-4e8f-aafe-39bfdc489579
14146,464,324,40,2024-07-04,2024-08-11,2024-08-02,Delayed,Sea,Panalpina,Supplier Delay,147.13,fedea9d9-f486-4bdf-9ab0-dcb591574d56
14147,111,1628,75,2023-12-28,2024-01-16,2024-01-16,Delivered,Road,ArcBest,,53.27,5a18fbb1-c8ef-4a2d-930a-6d7ebee259e4
14148,117,1678,63,2025-08-30,2025-09-14,2025-09-12,Delivered,Air,Ryder,,64.34,eb647814-fe96-4cf7-9dc0-7189ab155899
14149,183,1537,7,2025-07-08,2025-07-27,2025-07-25,Delivered,Road,Kuehne + Nagel,,16.28,73debc1a-f6a1-4811-bd91-ebaa1513b96f
14150,259,246,56,2025-01-25,2025-02-11,2025-02-09,Delivered,Road,Ryder,,187.0,8f10e1f6-410e-4486-81f0-d6bffe054b90
14151,117,662,65,2024-06-09,2024-06-20,2024-06-22,Delivered,Road,Ryder,,62.63,f21759f5-a849-4acc-8d12-863437c210b1
14152,486,1095,49,2024-06-22,2024-07-17,2024-07-15,Delivered,Air,FedEx,,73.53,5e49c43c-1fbf-4d80-8789-0b1629b5123b
14153,484,1034,12,2025-06-20,2025-07-26,2025-07-11,Delayed,Road,XPO Logistics,Customs,135.48,56b04aab-b33a-49c2-ad7f-881f07088480
14154,223,642,90,2024-09-12,,2024-09-29,Pending,Air,J.B. Hunt,,138.73,7b7e5479-06ee-4b2b-88a0-7769358bf682
14155,75,205,100,2023-12-24,2024-01-25,2024-01-07,Delayed,Sea,Estes Express Lines,Supplier Delay,191.31,cd9fde86-8ce6-4dea-9fa3-5a1ea5966469
14156,143,1749,96,2025-04-02,2025-04-16,2025-04-14,Delivered,Air,C.H. Robinson,,89.56,edef322c-7cb5-4d90-b476-4a896f98dd9e
14157,248,259,80,2024-11-10,2024-11-26,2024-11-23,Delivered,Road,ArcBest,,64.65,16bd927b-a5f2-4bbb-ba93-1897408bc446
14158,150,1856,36,2025-09-01,2025-09-21,2025-09-14,Delayed,Air,Ryder,Weather,81.66,562028a1-9100-4a7d-943c-a4fe5f772084
14159,465,1076,82,2025-01-10,2025-02-02,2025-02-03,Delivered,Road,TNT Express,,55.81,c84f150d-fed1-4a80-afb0-bc759b2f63a5
14160,244,540,49,2025-06-17,2025-07-02,2025-06-29,Delivered,Road,XPO Logistics,,11.09,f52de637-a87f-4cc1-abe4-e61257ced62c
14161,163,1614,73,2025-09-29,2025-10-14,2025-10-14,Delivered,Road,YRC Worldwide,,194.71,85760fb1-b981-4161-8530-277afa9fca88
14162,298,1835,6,2023-11-10,2023-11-26,2023-11-27,Delivered,Road,YRC Worldwide,,13.45,b5598491-ee42-43e9-a3b3-44c6d2c6852a
14163,108,64,50,2025-08-17,2025-09-20,2025-09-01,Delayed,Road,Ryder,Supplier Delay,89.0,c64730a2-6ac6-4ae9-b105-0a520420bb58
14164,208,885,90,2024-02-03,2024-02-09,2024-02-11,Delivered,Road,Panalpina,,148.12,54abe358-6935-4aa6-b07f-7f9d0808dd1f
14165,170,474,81,2023-10-21,,2023-11-03,Pending,Road,FedEx,,109.6,b5c9fae0-5b76-40a0-89f2-b55d7596da89
14166,419,1696,73,2025-03-31,2025-04-18,2025-04-17,Delivered,Sea,Estes Express Lines,,62.81,c27f8f1a-5947-44b4-845a-004e3a56b26b
14167,249,1130,11,2024-09-07,,2024-09-23,Pending,Road,YRC Worldwide,,24.06,4ed7548c-a58e-4051-a972-22cff52fd17c
14168,448,1353,87,2024-11-25,2024-12-09,2024-12-08,Delivered,Air,YRC Worldwide,,37.13,e764b5ee-fe0d-438e-98fe-5d54123d5742
14169,496,106,98,2023-11-07,2023-12-03,2023-12-04,Delivered,Sea,Saia,,52.45,b2bf845d-f1dc-49ef-a379-071a42646fae
14170,480,247,72,2023-12-20,2024-01-12,2024-01-11,Delivered,Road,UPS,,53.11,fae85350-af05-40e0-93b2-989fe64a1205
14171,332,1331,2,2024-08-25,2024-09-22,2024-09-03,Delayed,Air,Ryder,Missing Documentation,76.42,b19f7fd6-4ef4-4a83-8524-4d962e357275
14172,362,1473,36,2025-08-24,2025-09-18,2025-09-03,Delayed,Air,Expeditors International,Logistics Issue,185.09,9c566384-93fe-4ad7-8e4c-1884b0ca45a4
14173,174,1200,17,2025-06-18,,2025-06-28,Pending,Sea,TNT Express,,196.07,9d8d7e49-dac9-4078-bce2-29e1b26e0b61
14174,370,772,14,2025-04-09,2025-04-27,2025-04-24,Delivered,Air,Deutsche Post,,176.35,aa29554f-ff13-46fe-a45b-2fe71cadbbb7
14175,78,570,64,2025-03-20,2025-04-02,2025-04-03,Delivered,Sea,DHL,,91.73,c8475e95-f369-4e73-9349-c6046ef38f00
14176,279,364,76,2024-09-05,2024-09-15,2024-09-17,Delivered,Road,Expeditors International,,33.54,f2ea1e4d-1619-4efa-844a-ccef8a9c47c3
14177,157,875,41,2024-07-04,,2024-07-13,Pending,Air,YRC Worldwide,,85.24,4e915866-2cac-436d-898e-f3d05eaafa44
14178,298,774,49,2024-08-21,2024-09-10,2024-09-07,Delivered,Road,J.B. Hunt,,159.02,31e0d8e6-effb-47d3-8563-4f7b5fcee7af
14179,107,674,3,2025-02-09,2025-02-28,2025-02-28,Delivered,Sea,C.H. Robinson,,9.97,d5ac6e09-b49e-479d-b6cd-387921659911
14180,14,1443,25,2025-06-13,2025-06-17,2025-06-19,Delivered,Road,XPO Logistics,,103.61,769dbb0f-862d-4970-8cf7-68d146012183
14181,423,324,16,2025-04-22,2025-05-02,2025-05-02,Delivered,Sea,YRC Worldwide,,137.43,0d25db70-eb8a-4477-9d1b-e685c53e9628
14182,334,256,69,2024-01-20,2024-02-09,2024-02-07,Delivered,Air,Amazon Logistics,,162.76,d12bbe90-8190-480e-953e-5ad1819a95ad
14183,128,990,65,2024-02-29,2024-03-21,2024-03-19,Delivered,Sea,Expeditors International,,91.56,1f4f7deb-ad9a-469e-ae8b-60514ca0cc8f
14184,93,700,30,2024-03-21,2024-04-03,2024-04-01,Delivered,Sea,Deutsche Post,,180.29,afb343c3-ef82-49b1-b6f5-4a92b33d2667
14185,185,209,78,2025-06-17,2025-07-03,2025-07-03,Delivered,Air,USPS,,192.96,8c514643-1b08-4e85-90fa-910e7dd3ae2c
14186,194,1327,56,2024-08-17,2024-08-29,2024-08-26,Delivered,Air,Expeditors International,,132.92,3d4f210c-abf6-4445-b118-7f13951b0259
14187,469,1567,91,2025-04-08,2025-05-14,2025-05-01,Delayed,Sea,FedEx,Supplier Delay,97.32,de80988d-7b6a-4759-838b-288138170f9a
14188,166,124,13,2025-05-24,2025-06-06,2025-06-08,Delivered,Air,C.H. Robinson,,125.03,8624dc8f-1972-4394-a8fa-36e40880c118
14189,54,1942,31,2023-11-23,2023-12-05,2023-12-05,Delivered,Road,FedEx,,148.08,71ad1fc9-00ec-4673-9301-e4a7bb74f67d
14190,315,1788,24,2023-12-30,2024-01-10,2024-01-10,Delivered,Air,Expeditors International,,78.65,81d03b14-dea6-419d-95ac-0ef0bc9ad2eb
14191,127,577,90,2024-04-04,2024-04-17,2024-04-15,Delivered,Air,DB Schenker,,34.52,9ec32768-a839-4174-b0ba-0b6c492cd31b
14192,206,1105,63,2025-05-14,2025-05-30,2025-05-26,Delayed,Road,Kuehne + Nagel,Missing Documentation,146.86,c2388317-177f-4d5f-b1f4-261be2510831
14193,111,1265,58,2024-11-09,2024-11-26,2024-11-28,Delivered,Air,J.B. Hunt,,10.73,1e7c6295-ccd9-4585-a1b9-f86226baeba7
14194,242,770,33,2025-01-09,2025-01-26,2025-01-24,Delivered,Road,DHL,,104.87,fc97c0dc-4f79-41a2-90bd-3d6b1d97942c
14195,141,388,56,2024-01-25,2024-02-10,2024-02-12,Delivered,Road,Saia,,46.8,dfd686b2-79a8-4786-8db7-e4bfb9a5f42c
